Column 1,Column 2,Column 3,Column 4,Column 5,Column 6,Column 7,Column 8,Column 9,Column 10,Column 11,Column 12,Column 13,Column 14,Column 15,Column 16,Column 17,Column 18,Column 19,Column 20
12-Mar-21,,,,,,,,,,,,,,,,,,,
6256,5|8|10|14|15,1,X,X,,,,,,,,,,,,,,,
13-Mar-21,,,,,,,,,,,,,,,,,,,
6257,6|7|8|12|15,4,X,X,,,,,,,,,,,,,,,
(adsbygoogle = window.adsbygoogle || []).push({});,,,,,,,,,,,,,,,,,,,
15-Mar-21,,,,,,,,,,,,,,,,,,,
6258,3|5|10|13|17,4,X,X,,,,,,,,,,,,,,,
16-Mar-21,,,,,,,,,,,,,,,,,,,
6259,1|6|7|9|20,4,X,X,,,,,,,,,,,,,,,
17-Mar-21,,,,,,,,,,,,,,,,,,,
6260,8|9|15|17|19,1,X,X,,,,,,,,,,,,,,,
18-Mar-21,,,,,,,,,,,,,,,,,,,
6261,6|12|14|16|18,3,X,X,,,,,,,,,,,,,,,
19-Mar-21,,,,,,,,,,,,,,,,,,,
6262,2|4|9|12|16,1,X,X,,,,,,,,,,,,,,,
20-Mar-21,,,,,,,,,,,,,,,,,,,
6263,1|3|8|18|20,4,X,X,,,,,,,,,,,,,,,
22-Mar-21,,,,,,,,,,,,,,,,,,,
6264,2|5|10|15|17,3,X,X,,,,,,,,,,,,,,,
23-Mar-21,,,,,,,,,,,,,,,,,,,
6265,1|5|6|11|16,4,X,X,,,,,,,,,,,,,,,
24-Mar-21,,,,,,,,,,,,,,,,,,,
6266,7|8|11|17|18,1,X,X,,,,,,,,,,,,,,,
25-Mar-21,,,,,,,,,,,,,,,,,,,
6267,2|3|5|13|20,2,X,X,,,,,,,,,,,,,,,
26-Mar-21,,,,,,,,,,,,,,,,,,,
6268,2|5|7|9|19,1,X,X,,,,,,,,,,,,,,,
27-Mar-21,,,,,,,,,,,,,,,,,,,
6269,2|8|12|15|16,3,X,X,,,,,,,,,,,,,,,
29-Mar-21,,,,,,,,,,,,,,,,,,,
6270,1|8|9|17|20,4,X,X,,,,,,,,,,,,,,,
31-Mar-21,,,,,,,,,,,,,,,,,,,
6271,2|3|14|18|19,1,X,X,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
01-Apr-21,,,,,,,,,,,,,,,,,,,
6272,2|3|8|9|17,3,X,X,,,,,,,,,,,,,,,
03-Apr-21,,,,,,,,,,,,,,,,,,,
6273,1|3|4|7|11,2,X,X,,,,,,,,,,,,,,,
05-Apr-21,,,,,,,,,,,,,,,,,,,
6274,6|8|9|10|20,2,X,X,,,,,,,,,,,,,,,
06-Apr-21,,,,,,,,,,,,,,,,,,,
6275,1|2|5|8|18,1,X,X,,,,,,,,,,,,,,,
07-Apr-21,,,,,,,,,,,,,,,,,,,
6276,7|8|12|17|18,3,X,X,,,,,,,,,,,,,,,
08-Apr-21,,,,,,,,,,,,,,,,,,,
6277,4|7|11|12|13,3,X,X,,,,,,,,,,,,,,,
09-Apr-21,,,,,,,,,,,,,,,,,,,
6278,1|4|6|7|9,3,X,X,,,,,,,,,,,,,,,
10-Apr-21,,,,,,,,,,,,,,,,,,,
6279,5|8|10|12|17,2,X,X,,,,,,,,,,,,,,,
12-Apr-21,,,,,,,,,,,,,,,,,,,
6280,2|7|8|12|14,3,X,X,,,,,,,,,,,,,,,
13-Apr-21,,,,,,,,,,,,,,,,,,,
6281,1|4|7|11|13,1,X,X,,,,,,,,,,,,,,,
14-Apr-21,,,,,,,,,,,,,,,,,,,
6282,8|11|13|15|17,1,X,X,,,,,,,,,,,,,,,
15-Apr-21,,,,,,,,,,,,,,,,,,,
6283,6|10|14|15|16,2,X,X,,,,,,,,,,,,,,,
(adsbygoogle = window.adsbygoogle || []).push({});,,,,,,,,,,,,,,,,,,,
16-Apr-21,,,,,,,,,,,,,,,,,,,
6284,3|4|7|8|10,1,X,X,,,,,,,,,,,,,,,
17-Apr-21,,,,,,,,,,,,,,,,,,,
6285,1|5|6|11|16,2,X,X,,,,,,,,,,,,,,,
19-Apr-21,,,,,,,,,,,,,,,,,,,
6286,1|5|6|11|19,4,X,X,,,,,,,,,,,,,,,
20-Apr-21,,,,,,,,,,,,,,,,,,,
6287,2|3|4|17|18,1,X,X,,,,,,,,,,,,,,,
21-Apr-21,,,,,,,,,,,,,,,,,,,
6288,1|5|10|12|19,3,X,X,,,,,,,,,,,,,,,
22-Apr-21,,,,,,,,,,,,,,,,,,,
6289,1|2|6|17|19,3,X,X,,,,,,,,,,,,,,,
23-Apr-21,,,,,,,,,,,,,,,,,,,
6290,3|7|8|10|13,4,X,X,,,,,,,,,,,,,,,
24-Apr-21,,,,,,,,,,,,,,,,,,,
6291,11|12|18|19|20,2,X,X,,,,,,,,,,,,,,,
26-Apr-21,,,,,,,,,,,,,,,,,,,
6292,2|4|10|12|19,3,X,X,,,,,,,,,,,,,,,
27-Apr-21,,,,,,,,,,,,,,,,,,,
6293,4|6|13|18|20,1,X,X,,,,,,,,,,,,,,,
28-Apr-21,,,,,,,,,,,,,,,,,,,
6294,2|7|9|10|13,3,X,X,,,,,,,,,,,,,,,
29-Apr-21,,,,,,,,,,,,,,,,,,,
6295,6|7|9|12|14,3,X,X,,,,,,,,,,,,,,,
30-Apr-21,,,,,,,,,,,,,,,,,,,
6296,5|11|13|16|19,1,X,X,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
01-May-21,,,,,,,,,,,,,,,,,,,
6297,2|4|10|14|19,4,X,X,,,,,,,,,,,,,,,
03-May-21,,,,,,,,,,,,,,,,,,,
6298,5|7|17|18|19,2,X,X,,,,,,,,,,,,,,,
04-May-21,,,,,,,,,,,,,,,,,,,
6299,2|7|13|16|20,1,X,X,,,,,,,,,,,,,,,
05-May-21,,,,,,,,,,,,,,,,,,,
6300,2|8|12|16|17,1,X,X,,,,,,,,,,,,,,,
06-May-21,,,,,,,,,,,,,,,,,,,
6301,1|6|9|10|15,3,X,X,,,,,,,,,,,,,,,
07-May-21,,,,,,,,,,,,,,,,,,,
6302,5|9|13|16|18,2,X,X,,,,,,,,,,,,,,,
08-May-21,,,,,,,,,,,,,,,,,,,
6303,2|4|5|15|20,2,X,X,,,,,,,,,,,,,,,
10-May-21,,,,,,,,,,,,,,,,,,,
6304,3|4|7|11|17,2,X,X,,,,,,,,,,,,,,,
11-May-21,,,,,,,,,,,,,,,,,,,
6305,2|4|7|10|14,4,X,X,,,,,,,,,,,,,,,
12-May-21,,,,,,,,,,,,,,,,,,,
6306,6|11|12|16|17,1,X,X,,,,,,,,,,,,,,,
14-May-21,,,,,,,,,,,,,,,,,,,
6307,2|7|12|13|20,1,X,X,,,,,,,,,,,,,,,
15-May-21,,,,,,,,,,,,,,,,,,,
6308,2|5|11|12|14,3,X,X,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
09-Aug-21,,,,,,,,,,,,,,,,,,,
6309,5|7|15|17|20,2,X,X,,,,,,,,,,,,,,,
10-Aug-21,,,,,,,,,,,,,,,,,,,
6310,1|3|11|14|20,1,X,X,,,,,,,,,,,,,,,
11-Aug-21,,,,,,,,,,,,,,,,,,,
6311,2|5|7|16|19,1,X,X,,,,,,,,,,,,,,,
12-Aug-21,,,,,,,,,,,,,,,,,,,
6312,5|10|13|16|18,2,X,X,,,,,,,,,,,,,,,
13-Aug-21,,,,,,,,,,,,,,,,,,,
6313,6|7|10|16|19,1,X,X,,,,,,,,,,,,,,,
14-Aug-21,,,,,,,,,,,,,,,,,,,
6314,4|13|14|15|18,4,X,X,,,,,,,,,,,,,,,
16-Aug-21,,,,,,,,,,,,,,,,,,,
6315,1|2|3|4|15,2,X,X,,,,,,,,,,,,,,,
17-Aug-21,,,,,,,,,,,,,,,,,,,
6316,2|7|13|15|18,1,X,X,,,,,,,,,,,,,,,
18-Aug-21,,,,,,,,,,,,,,,,,,,
6317,4|5|8|11|15,2,X,X,,,,,,,,,,,,,,,
19-Aug-21,,,,,,,,,,,,,,,,,,,
6318,2|5|7|13|15,3,X,X,,,,,,,,,,,,,,,
20-Aug-21,,,,,,,,,,,,,,,,,,,
6319,4|6|10|11|20,3,X,X,,,,,,,,,,,,,,,
21-Aug-21,,,,,,,,,,,,,,,,,,,
6320,2|4|5|17|19,2,X,X,,,,,,,,,,,,,,,
(adsbygoogle = window.adsbygoogle || []).push({});,,,,,,,,,,,,,,,,,,,
23-Aug-21,,,,,,,,,,,,,,,,,,,
6321,3|5|15|16|17,4,X,X,,,,,,,,,,,,,,,
24-Aug-21,,,,,,,,,,,,,,,,,,,
6322,1|8|10|12|18,1,X,X,,,,,,,,,,,,,,,
25-Aug-21,,,,,,,,,,,,,,,,,,,
6323,1|9|15|16|20,1,X,X,,,,,,,,,,,,,,,
26-Aug-21,,,,,,,,,,,,,,,,,,,
6324,1|11|17|18|20,4,X,X,,,,,,,,,,,,,,,
27-Aug-21,,,,,,,,,,,,,,,,,,,
6325,3|4|7|13|17,1,X,X,,,,,,,,,,,,,,,
28-Aug-21,,,,,,,,,,,,,,,,,,,
6326,1|2|3|6|7,3,X,X,,,,,,,,,,,,,,,
30-Aug-21,,,,,,,,,,,,,,,,,,,
6327,4|6|10|13|17,3,X,X,,,,,,,,,,,,,,,
31-Aug-21,,,,,,,,,,,,,,,,,,,
6328,3|4|9|13|18,1,X,X,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
01-Sep-21,,,,,,,,,,,,,,,,,,,
6329,3|5|11|14|19,3,X,X,,,,,,,,,,,,,,,
02-Sep-21,,,,,,,,,,,,,,,,,,,
6330,4|8|11|14|15,4,X,X,,,,,,,,,,,,,,,
03-Sep-21,,,,,,,,,,,,,,,,,,,
6331,1|2|6|13|16,1,X,X,,,,,,,,,,,,,,,
04-Sep-21,,,,,,,,,,,,,,,,,,,
6332,1|4|9|19|20,2,X,X,,,,,,,,,,,,,,,
06-Sep-21,,,,,,,,,,,,,,,,,,,
6333,8|9|11|13|19,4,X,X,,,,,,,,,,,,,,,
07-Sep-21,,,,,,,,,,,,,,,,,,,
6334,1|3|8|12|20,1,X,X,,,,,,,,,,,,,,,
08-Sep-21,,,,,,,,,,,,,,,,,,,
6335,1|3|8|12|20,1,X,X,,,,,,,,,,,,,,,
09-Sep-21,,,,,,,,,,,,,,,,,,,
6336,1|6|16|17|20,2,X,X,,,,,,,,,,,,,,,
10-Sep-21,,,,,,,,,,,,,,,,,,,
6337,5|6|13|15|17,4,X,X,,,,,,,,,,,,,,,
11-Sep-21,,,,,,,,,,,,,,,,,,,
6338,3|10|13|15|17,2,X,X,,,,,,,,,,,,,,,
13-Sep-21,,,,,,,,,,,,,,,,,,,
6339,9|10|11|14|19,4,X,X,,,,,,,,,,,,,,,
14-Sep-21,,,,,,,,,,,,,,,,,,,
6340,6|11|16|18|20,3,X,X,,,,,,,,,,,,,,,
(adsbygoogle = window.adsbygoogle || []).push({});,,,,,,,,,,,,,,,,,,,
15-Sep-21,,,,,,,,,,,,,,,,,,,
6341,4|8|9|15|20,1,X,X,,,,,,,,,,,,,,,
16-Sep-21,,,,,,,,,,,,,,,,,,,
6342,6|7|9|11|14,4,X,X,,,,,,,,,,,,,,,
17-Sep-21,,,,,,,,,,,,,,,,,,,
6343,5|8|9|10|20,3,X,X,,,,,,,,,,,,,,,
18-Sep-21,,,,,,,,,,,,,,,,,,,
6344,7|9|11|12|20,4,X,X,,,,,,,,,,,,,,,
20-Sep-21,,,,,,,,,,,,,,,,,,,
6345,6|7|11|15|19,3,X,X,,,,,,,,,,,,,,,
21-Sep-21,,,,,,,,,,,,,,,,,,,
6346,9|12|13|17|18,4,X,X,,,,,,,,,,,,,,,
22-Sep-21,,,,,,,,,,,,,,,,,,,
6347,1|2|9|14|15,4,X,X,,,,,,,,,,,,,,,
23-Sep-21,,,,,,,,,,,,,,,,,,,
6348,1|6|16|18|19,2,X,X,,,,,,,,,,,,,,,
24-Sep-21,,,,,,,,,,,,,,,,,,,
6349,5|8|9|11|17,2,X,X,,,,,,,,,,,,,,,
25-Sep-21,,,,,,,,,,,,,,,,,,,
6350,2|6|9|13|19,3,X,X,,,,,,,,,,,,,,,
27-Sep-21,,,,,,,,,,,,,,,,,,,
6351,2|8|10|11|19,4,X,X,,,,,,,,,,,,,,,
28-Sep-21,,,,,,,,,,,,,,,,,,,
6352,8|9|11|18|19,3,X,X,,,,,,,,,,,,,,,
29-Sep-21,,,,,,,,,,,,,,,,,,,
6353,3|8|9|17|20,4,X,X,,,,,,,,,,,,,,,
30-Sep-21,,,,,,,,,,,,,,,,,,,
6354,1|2|5|12|18,3,X,X,,,,,,,,,,,,,,,

,,,,,,,,,,,,,,,,,,,
01-Oct-21,,,,,,,,,,,,,,,,,,,
6355,2|6|14|17|18,1,X,X,,,,,,,,,,,,,,,
02-Oct-21,,,,,,,,,,,,,,,,,,,
6356,1|4|5|11|13,2,X,X,,,,,,,,,,,,,,,
04-Oct-21,,,,,,,,,,,,,,,,,,,
6357,3|4|8|11|19,3,X,X,,,,,,,,,,,,,,,
05-Oct-21,,,,,,,,,,,,,,,,,,,
6358,7|8|10|14|18,1,X,X,,,,,,,,,,,,,,,
06-Oct-21,,,,,,,,,,,,,,,,,,,
6359,7|10|15|16|17,4,X,X,,,,,,,,,,,,,,,
07-Oct-21,,,,,,,,,,,,,,,,,,,
6360,5|9|10|12|18,3,X,X,,,,,,,,,,,,,,,
08-Oct-21,,,,,,,,,,,,,,,,,,,
6361,1|5|11|13|16,1,X,X,,,,,,,,,,,,,,,
09-Oct-21,,,,,,,,,,,,,,,,,,,
6362,1|5|9|11|12,4,X,X,,,,,,,,,,,,,,,
11-Oct-21,,,,,,,,,,,,,,,,,,,
6363,7|8|15|16|19,4,X,X,,,,,,,,,,,,,,,
12-Oct-21,,,,,,,,,,,,,,,,,,,
6364,4|5|10|12|13,3,X,X,,,,,,,,,,,,,,,
13-Oct-21,,,,,,,,,,,,,,,,,,,
6365,6|16|17|18|20,3,X,X,,,,,,,,,,,,,,,
14-Oct-21,,,,,,,,,,,,,,,,,,,
6366,2|5|7|8|17,3,X,X,,,,,,,,,,,,,,,
(adsbygoogle = window.adsbygoogle || []).push({});,,,,,,,,,,,,,,,,,,,
15-Oct-21,,,,,,,,,,,,,,,,,,,
6367,2|11|17|18|19,1,X,X,,,,,,,,,,,,,,,
16-Oct-21,,,,,,,,,,,,,,,,,,,
6368,5|7|9|17|19,2,X,X,,,,,,,,,,,,,,,
18-Oct-21,,,,,,,,,,,,,,,,,,,
6369,2|7|11|16|18,3,X,X,,,,,,,,,,,,,,,
19-Oct-21,,,,,,,,,,,,,,,,,,,
6370,3|7|10|13|14,1,X,X,,,,,,,,,,,,,,,
20-Oct-21,,,,,,,,,,,,,,,,,,,
6371,3|6|11|14|15,3,X,X,,,,,,,,,,,,,,,
21-Oct-21,,,,,,,,,,,,,,,,,,,
6372,7|11|16|17|18,2,X,X,,,,,,,,,,,,,,,
22-Oct-21,,,,,,,,,,,,,,,,,,,
6373,1|2|8|12|13,1,X,X,,,,,,,,,,,,,,,
23-Oct-21,,,,,,,,,,,,,,,,,,,
6374,3|7|9|13|19,2,X,X,,,,,,,,,,,,,,,
25-Oct-21,,,,,,,,,,,,,,,,,,,
6375,10|11|15|18|19,4,X,X,,,,,,,,,,,,,,,
26-Oct-21,,,,,,,,,,,,,,,,,,,
6376,1|11|15|17|19,1,X,X,,,,,,,,,,,,,,,
27-Oct-21,,,,,,,,,,,,,,,,,,,
6377,4|5|11|16|20,1,X,X,,,,,,,,,,,,,,,
28-Oct-21,,,,,,,,,,,,,,,,,,,
6378,10|12|17|18|20,2,X,X,,,,,,,,,,,,,,,
29-Oct-21,,,,,,,,,,,,,,,,,,,
6379,2|5|11|15|16,2,X,X,,,,,,,,,,,,,,,
30-Oct-21,,,,,,,,,,,,,,,,,,,
6380,1|3|10|14|17,4,X,X,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
01-Nov-21,,,,,,,,,,,,,,,,,,,
6381,5|7|9|11|20,2,X,X,,,,,,,,,,,,,,,
02-Nov-21,,,,,,,,,,,,,,,,,,,
6382,1|2|9|10|20,3,X,X,,,,,,,,,,,,,,,
03-Nov-21,,,,,,,,,,,,,,,,,,,
6383,8|13|15|17|20,1,X,X,,,,,,,,,,,,,,,
05-Nov-21,,,,,,,,,,,,,,,,,,,
6384,9|11|13|14|18,3,X,X,,,,,,,,,,,,,,,
06-Nov-21,,,,,,,,,,,,,,,,,,,
6385,4|9|11|12|19,3,X,X,,,,,,,,,,,,,,,
08-Nov-21,,,,,,,,,,,,,,,,,,,
6386,1|7|8|16|17,2,X,X,,,,,,,,,,,,,,,
09-Nov-21,,,,,,,,,,,,,,,,,,,
6387,3|4|6|10|14,3,X,X,,,,,,,,,,,,,,,
10-Nov-21,,,,,,,,,,,,,,,,,,,
6388,6|13|14|19|20,1,X,X,,,,,,,,,,,,,,,
11-Nov-21,,,,,,,,,,,,,,,,,,,
6389,3|11|12|17|20,2,X,X,,,,,,,,,,,,,,,
12-Nov-21,,,,,,,,,,,,,,,,,,,
6390,3|5|8|17|20,3,X,X,,,,,,,,,,,,,,,
13-Nov-21,,,,,,,,,,,,,,,,,,,
6391,1|6|11|15|19,2,X,X,,,,,,,,,,,,,,,
15-Nov-21,,,,,,,,,,,,,,,,,,,
6392,2|3|7|8|15,2,X,X,,,,,,,,,,,,,,,
