# CSV-File created with merge-csv.com
# -----------------------------------------------------------

Column 1,Column 2,Column 3,Column 4,Column 5,Column 6,Column 7,Column 8,Column 9,Column 10,Column 11,Column 12,Column 13,Column 14,Column 15,Column 16,Column 17,Column 18,Column 19,Column 20
5828,3|5|12|15|17,1,"$150,687.00",9,,,,,,,,,,,,,,,
24-Aug-19,,,,,,,,,,,,,,,,,,,
5829,4|6|7|13|17,3,X,X,,,,,,,,,,,,,,,
26-Aug-19,,,,,,,,,,,,,,,,,,,
5830,3|6|7|10|13,2,"$148,240.00",10,,,,,,,,,,,,,,,
27-Aug-19,,,,,,,,,,,,,,,,,,,
5831,4|6|7|8|9,1,"$135,000.00",27,,,,,,,,,,,,,,,
28-Aug-19,,,,,,,,,,,,,,,,,,,
5832,8|10|11|14|17,2,"$167,256.00",4,,,,,,,,,,,,,,,
(adsbygoogle = window.adsbygoogle || []).push({});,,,,,,,,,,,,,,,,,,,
29-Aug-19,,,,,,,,,,,,,,,,,,,
5833,3|6|8|10|20,4,"$157,304.00",8,,,,,,,,,,,,,,,
30-Aug-19,,,,,,,,,,,,,,,,,,,
5834,1|2|3|14|15,2,"$161,814.00",6,,,,,,,,,,,,,,,
31-Aug-19,,,,,,,,,,,,,,,,,,,
5835,8|11|12|14|19,4,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-Sep-19,,,,,,,,,,,,,,,,,,,
5836,2|9|15|16|19,2,"$166,224.00",4,,,,,,,,,,,,,,,
03-Sep-19,,,,,,,,,,,,,,,,,,,
5837,1|2|6|8|19,1,"$151,815.00",5,,,,,,,,,,,,,,,
04-Sep-19,,,,,,,,,,,,,,,,,,,
5838,3|6|8|19|20,3,"$184,317.00",3,,,,,,,,,,,,,,,
05-Sep-19,,,,,,,,,,,,,,,,,,,
5839,3|7|12|13|17,2,"$159,585.00",5,,,,,,,,,,,,,,,
06-Sep-19,,,,,,,,,,,,,,,,,,,
5840,5|6|10|15|16,3,"$156,546.00",9,,,,,,,,,,,,,,,
07-Sep-19,,,,,,,,,,,,,,,,,,,
5841,12|13|14|16|18,4,X,X,,,,,,,,,,,,,,,
09-Sep-19,,,,,,,,,,,,,,,,,,,
5842,4|10|12|16|20,4,"$155,535.00",5,,,,,,,,,,,,,,,
10-Sep-19,,,,,,,,,,,,,,,,,,,
5843,3|8|9|16|18,4,"$143,205.00",3,,,,,,,,,,,,,,,
11-Sep-19,,,,,,,,,,,,,,,,,,,
5844,3|4|8|9|10,1,"$174,740.00",4,,,,,,,,,,,,,,,
12-Sep-19,,,,,,,,,,,,,,,,,,,
5845,2|4|11|12|14,4,"$147,217.00",7,,,,,,,,,,,,,,,
13-Sep-19,,,,,,,,,,,,,,,,,,,
5846,10|12|14|15|20,1,"$149,316.00",6,,,,,,,,,,,,,,,
14-Sep-19,,,,,,,,,,,,,,,,,,,
5847,5|6|13|16|17,4,"$209,805.00",5,,,,,,,,,,,,,,,
(adsbygoogle = window.adsbygoogle || []).push({});,,,,,,,,,,,,,,,,,,,
16-Sep-19,,,,,,,,,,,,,,,,,,,
5848,1|11|13|14|17,3,"$154,880.00",4,,,,,,,,,,,,,,,
17-Sep-19,,,,,,,,,,,,,,,,,,,
5849,3|5|8|10|17,1,"$149,304.00",4,,,,,,,,,,,,,,,
18-Sep-19,,,,,,,,,,,,,,,,,,,
5850,6|9|15|16|19,1,"$173,646.00",9,,,,,,,,,,,,,,,
19-Sep-19,,,,,,,,,,,,,,,,,,,
5851,6|8|9|15|19,3,"$150,546.00",6,,,,,,,,,,,,,,,
20-Sep-19,,,,,,,,,,,,,,,,,,,
5852,2|5|7|11|14,3,"$146,592.00",4,,,,,,,,,,,,,,,
21-Sep-19,,,,,,,,,,,,,,,,,,,
5853,2|3|9|16|18,3,"$212,345.00",5,,,,,,,,,,,,,,,
23-Sep-19,,,,,,,,,,,,,,,,,,,
5854,2|6|8|9|17,2,"$152,404.00",4,,,,,,,,,,,,,,,
24-Sep-19,,,,,,,,,,,,,,,,,,,
5855,3|7|9|10|17,1,"$107,104.00",8,,,,,,,,,,,,,,,
25-Sep-19,,,,,,,,,,,,,,,,,,,
5856,9|10|13|15|19,4,"$169,932.00",3,,,,,,,,,,,,,,,
26-Sep-19,,,,,,,,,,,,,,,,,,,
5857,8|14|15|17|20,2,"$155,547.00",7,,,,,,,,,,,,,,,
27-Sep-19,,,,,,,,,,,,,,,,,,,
5858,2|4|9|14|16,1,"$150,810.00",5,,,,,,,,,,,,,,,
28-Sep-19,,,,,,,,,,,,,,,,,,,
5859,1|3|11|13|19,4,X,X,,,,,,,,,,,,,,,
30-Sep-19,,,,,,,,,,,,,,,,,,,
5860,2|3|4|14|18,3,"$162,450.00",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Oct-19,,,,,,,,,,,,,,,,,,,
5861,2|3|12|19|20,1,"$165,578.00",14,,,,,,,,,,,,,,,
02-Oct-19,,,,,,,,,,,,,,,,,,,
5862,1|7|9|15|20,3,"$193,200.00",12,,,,,,,,,,,,,,,
03-Oct-19,,,,,,,,,,,,,,,,,,,
5863,2|3|6|9|18,4,"$157,944.00",8,,,,,,,,,,,,,,,
04-Oct-19,,,,,,,,,,,,,,,,,,,
5864,5|11|12|14|15,4,"$158,958.00",6,,,,,,,,,,,,,,,
05-Oct-19,,,,,,,,,,,,,,,,,,,
5865,3|7|10|15|20,3,"$225,150.00",15,,,,,,,,,,,,,,,
07-Oct-19,,,,,,,,,,,,,,,,,,,
5866,1|5|6|8|10,4,"$157,266.00",9,,,,,,,,,,,,,,,
08-Oct-19,,,,,,,,,,,,,,,,,,,
5867,9|12|16|17|19,4,"$149,034.00",6,,,,,,,,,,,,,,,
09-Oct-19,,,,,,,,,,,,,,,,,,,
5868,4|6|7|10|11,1,"$180,270.00",10,,,,,,,,,,,,,,,
10-Oct-19,,,,,,,,,,,,,,,,,,,
5869,4|9|10|17|18,4,"$154,320.00",6,,,,,,,,,,,,,,,
11-Oct-19,,,,,,,,,,,,,,,,,,,
5870,8|9|10|11|18,2,"$152,361.00",3,,,,,,,,,,,,,,,
12-Oct-19,,,,,,,,,,,,,,,,,,,
5871,7|13|14|16|18,3,X,X,,,,,,,,,,,,,,,
14-Oct-19,,,,,,,,,,,,,,,,,,,
5872,1|3|6|9|11,3,"$153,752.00",8,,,,,,,,,,,,,,,
(adsbygoogle = window.adsbygoogle || []).push({});,,,,,,,,,,,,,,,,,,,
15-Oct-19,,,,,,,,,,,,,,,,,,,
5873,4|11|13|14|18,4,"$151,875.00",5,,,,,,,,,,,,,,,
16-Oct-19,,,,,,,,,,,,,,,,,,,
5874,5|12|13|16|19,2,"$215,745.00",15,,,,,,,,,,,,,,,
17-Oct-19,,,,,,,,,,,,,,,,,,,
5875,8|9|10|15|18,3,"$163,602.00",6,,,,,,,,,,,,,,,
18-Oct-19,,,,,,,,,,,,,,,,,,,
5876,3|4|6|8|19,2,"$158,330.00",10,,,,,,,,,,,,,,,
19-Oct-19,,,,,,,,,,,,,,,,,,,
5877,7|10|11|15|18,2,X,X,,,,,,,,,,,,,,,
21-Oct-19,,,,,,,,,,,,,,,,,,,
5878,1|2|9|14|19,3,"$153,282.00",2,,,,,,,,,,,,,,,
22-Oct-19,,,,,,,,,,,,,,,,,,,
5879,5|6|7|16|17,1,"$142,672.00",8,,,,,,,,,,,,,,,
23-Oct-19,,,,,,,,,,,,,,,,,,,
5880,2|7|12|15|16,3,"$193,508.00",7,,,,,,,,,,,,,,,
24-Oct-19,,,,,,,,,,,,,,,,,,,
5881,11|15|16|18|20,2,"$165,348.00",6,,,,,,,,,,,,,,,
25-Oct-19,,,,,,,,,,,,,,,,,,,
5882,5|7|8|9|11,4,"$155,312.00",8,,,,,,,,,,,,,,,
26-Oct-19,,,,,,,,,,,,,,,,,,,
5883,1|7|15|17|18,2,X,X,,,,,,,,,,,,,,,
28-Oct-19,,,,,,,,,,,,,,,,,,,
5884,1|2|5|11|20,4,"$111,648.00",2,,,,,,,,,,,,,,,
(adsbygoogle = window.adsbygoogle || []).push({});,,,,,,,,,,,,,,,,,,,
29-Oct-19,,,,,,,,,,,,,,,,,,,
5885,2|9|14|15|20,2,"$146,840.00",8,,,,,,,,,,,,,,,
30-Oct-19,,,,,,,,,,,,,,,,,,,
5886,3|8|17|19|20,1,"$177,680.00",4,,,,,,,,,,,,,,,
31-Oct-19,,,,,,,,,,,,,,,,,,,
5887,10|12|13|17|19,3,"$168,294.00",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Nov-19,,,,,,,,,,,,,,,,,,,
5888,4|10|13|15|16,1,"$173,256.00",12,,,,,,,,,,,,,,,
02-Nov-19,,,,,,,,,,,,,,,,,,,
5889,9|13|14|15|20,3,"$238,728.00",8,,,,,,,,,,,,,,,
04-Nov-19,,,,,,,,,,,,,,,,,,,
5890,1|6|7|13|16,3,"$175,260.00",4,,,,,,,,,,,,,,,
05-Nov-19,,,,,,,,,,,,,,,,,,,
5891,9|10|15|16|18,1,"$154,170.00",2,,,,,,,,,,,,,,,
06-Nov-19,,,,,,,,,,,,,,,,,,,
5892,4|6|9|14|19,1,"$185,067.00",9,,,,,,,,,,,,,,,
07-Nov-19,,,,,,,,,,,,,,,,,,,
5893,5|11|15|17|20,4,"$159,271.00",7,,,,,,,,,,,,,,,
08-Nov-19,,,,,,,,,,,,,,,,,,,
5894,6|8|12|13|20,1,"$157,752.00",8,,,,,,,,,,,,,,,
09-Nov-19,,,,,,,,,,,,,,,,,,,
5895,1|2|9|12|18,2,"$218,482.00",11,,,,,,,,,,,,,,,
11-Nov-19,,,,,,,,,,,,,,,,,,,
5896,2|3|5|13|17,4,"$155,628.00",4,,,,,,,,,,,,,,,
12-Nov-19,,,,,,,,,,,,,,,,,,,
5897,6|7|8|17|18,3,"$146,195.00",5,,,,,,,,,,,,,,,
13-Nov-19,,,,,,,,,,,,,,,,,,,
5898,1|5|7|14|16,1,"$176,744.00",8,,,,,,,,,,,,,,,
14-Nov-19,,,,,,,,,,,,,,,,,,,
5899,1|2|15|18|19,4,"$150,456.00",4,,,,,,,,,,,,,,,
(adsbygoogle = window.adsbygoogle || []).push({});,,,,,,,,,,,,,,,,,,,
15-Nov-19,,,,,,,,,,,,,,,,,,,
5900,4|5|6|15|18,3,"$159,546.00",3,,,,,,,,,,,,,,,
16-Nov-19,,,,,,,,,,,,,,,,,,,
5901,6|8|13|18|19,4,X,X,,,,,,,,,,,,,,,
18-Nov-19,,,,,,,,,,,,,,,,,,,
5902,5|7|8|12|18,3,"$162,384.00",4,,,,,,,,,,,,,,,
19-Nov-19,,,,,,,,,,,,,,,,,,,
5903,2|3|10|18|20,1,"$150,516.00",2,,,,,,,,,,,,,,,
20-Nov-19,,,,,,,,,,,,,,,,,,,
5904,5|7|10|11|18,1,"$178,376.00",11,,,,,,,,,,,,,,,
21-Nov-19,,,,,,,,,,,,,,,,,,,
5905,1|8|15|16|18,4,"$160,536.00",8,,,,,,,,,,,,,,,
22-Nov-19,,,,,,,,,,,,,,,,,,,
5906,3|5|10|12|13,1,"$148,939.00",7,,,,,,,,,,,,,,,
23-Nov-19,,,,,,,,,,,,,,,,,,,
5907,4|5|9|13|18,2,X,X,,,,,,,,,,,,,,,
25-Nov-19,,,,,,,,,,,,,,,,,,,
5908,11|13|14|15|18,3,"$154,092.00",4,,,,,,,,,,,,,,,
26-Nov-19,,,,,,,,,,,,,,,,,,,
5909,1|3|4|12|14,2,"$151,752.00",2,,,,,,,,,,,,,,,
27-Nov-19,,,,,,,,,,,,,,,,,,,
5910,1|6|7|10|11,3,"$194,790.00",5,,,,,,,,,,,,,,,
28-Nov-19,,,,,,,,,,,,,,,,,,,
5911,1|11|15|18|19,3,"$172,784.00",2,,,,,,,,,,,,,,,
29-Nov-19,,,,,,,,,,,,,,,,,,,
5912,3|7|12|13|16,1,"$167,592.00",12,,,,,,,,,,,,,,,
30-Nov-19,,,,,,,,,,,,,,,,,,,
5913,4|12|14|15|20,3,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-Dec-19,,,,,,,,,,,,,,,,,,,
5914,1|5|8|10|14,2,"$173,360.00",10,,,,,,,,,,,,,,,
03-Dec-19,,,,,,,,,,,,,,,,,,,
5915,1|3|6|14|15,1,"$166,605.00",3,,,,,,,,,,,,,,,
04-Dec-19,,,,,,,,,,,,,,,,,,,
5916,2|9|12|16|20,1,"$194,790.00",6,,,,,,,,,,,,,,,
05-Dec-19,,,,,,,,,,,,,,,,,,,
5917,3|9|12|15|20,4,"$173,415.00",3,,,,,,,,,,,,,,,
06-Dec-19,,,,,,,,,,,,,,,,,,,
5918,5|12|13|15|19,1,"$170,544.00",6,,,,,,,,,,,,,,,
07-Dec-19,,,,,,,,,,,,,,,,,,,
5919,7|9|13|14|16,2,"$240,456.00",8,,,,,,,,,,,,,,,
09-Dec-19,,,,,,,,,,,,,,,,,,,
5920,2|6|9|17|20,3,"$167,356.00",4,,,,,,,,,,,,,,,
10-Dec-19,,,,,,,,,,,,,,,,,,,
5921,4|5|6|14|16,4,"$154,560.00",16,,,,,,,,,,,,,,,
11-Dec-19,,,,,,,,,,,,,,,,,,,
5922,3|5|7|16|18,1,"$181,456.00",8,,,,,,,,,,,,,,,
12-Dec-19,,,,,,,,,,,,,,,,,,,
5923,1|6|9|11|17,3,"$164,890.00",11,,,,,,,,,,,,,,,
13-Dec-19,,,,,,,,,,,,,,,,,,,
5924,2|4|10|11|18,1,"$163,565.00",5,,,,,,,,,,,,,,,
14-Dec-19,,,,,,,,,,,,,,,,,,,
5925,2|4|7|9|16,3,X,X,,,,,,,,,,,,,,,
(adsbygoogle = window.adsbygoogle || []).push({});,,,,,,,,,,,,,,,,,,,
16-Dec-19,,,,,,,,,,,,,,,,,,,
5926,3|4|6|9|12,3,"$175,966.00",14,,,,,,,,,,,,,,,
17-Dec-19,,,,,,,,,,,,,,,,,,,
5927,6|7|15|18|19,3,"$166,240.00",4,,,,,,,,,,,,,,,
18-Dec-19,,,,,,,,,,,,,,,,,,,
5928,3|5|9|18|20,1,"$220,482.00",6,,,,,,,,,,,,,,,
19-Dec-19,,,,,,,,,,,,,,,,,,,
5929,2|12|13|16|17,3,"$180,330.00",10,,,,,,,,,,,,,,,
20-Dec-19,,,,,,,,,,,,,,,,,,,
5930,1|5|6|12|16,1,"$230,399.00",481,,,,,,,,,,,,,,,
21-Dec-19,,,,,,,,,,,,,,,,,,,
5931,2|6|9|15|20,2,"$267,525.00",15,,,,,,,,,,,,,,,
23-Dec-19,,,,,,,,,,,,,,,,,,,
5932,3|4|12|15|16,3,"$181,280.00",8,,,,,,,,,,,,,,,
24-Dec-19,,,,,,,,,,,,,,,,,,,
5933,4|7|8|9|18,4,"$178,074.00",2,,,,,,,,,,,,,,,
26-Dec-19,,,,,,,,,,,,,,,,,,,
5934,5|6|7|11|16,4,"$125,484.00",4,,,,,,,,,,,,,,,
27-Dec-19,,,,,,,,,,,,,,,,,,,
5935,2|4|6|7|16,1,"$160,612.00",4,,,,,,,,,,,,,,,
28-Dec-19,,,,,,,,,,,,,,,,,,,
5936,3|4|12|15|20,3,X,X,,,,,,,,,,,,,,,
30-Dec-19,,,,,,,,,,,,,,,,,,,
5937,6|8|9|18|19,3,"$174,207.00",11,,,,,,,,,,,,,,,
31-Dec-19,,,,,,,,,,,,,,,,,,,
5938,4|5|11|13|16,1,"$196,920.00",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Jan-20,,,,,,,,,,,,,,,,,,,
5939,4|7|13|14|15,2,"$146,364.00",3,,,,,,,,,,,,,,,
02-Jan-20,,,,,,,,,,,,,,,,,,,
5940,1|3|12|19|20,3,"$163,620.00",12,,,,,,,,,,,,,,,
03-Jan-20,,,,,,,,,,,,,,,,,,,
5941,3|8|12|16|19,4,"$153,840.00",6,,,,,,,,,,,,,,,
04-Jan-20,,,,,,,,,,,,,,,,,,,
5942,2|3|7|9|19,3,"$203,912.00",8,,,,,,,,,,,,,,,
06-Jan-20,,,,,,,,,,,,,,,,,,,
5943,2|6|8|16|18,3,"$164,350.00",10,,,,,,,,,,,,,,,
07-Jan-20,,,,,,,,,,,,,,,,,,,
5944,5|9|11|13|19,3,"$146,748.00",6,,,,,,,,,,,,,,,
08-Jan-20,,,,,,,,,,,,,,,,,,,
5945,2|3|7|15|19,1,"$173,894.00",7,,,,,,,,,,,,,,,
09-Jan-20,,,,,,,,,,,,,,,,,,,
5946,11|13|14|17|18,4,"$149,410.00",10,,,,,,,,,,,,,,,
10-Jan-20,,,,,,,,,,,,,,,,,,,
5947,8|9|10|14|15,1,"$148,624.00",16,,,,,,,,,,,,,,,
11-Jan-20,,,,,,,,,,,,,,,,,,,
5948,2|3|5|8|9,4,X,X,,,,,,,,,,,,,,,
13-Jan-20,,,,,,,,,,,,,,,,,,,
5949,5|11|15|16|18,3,"$156,394.00",2,,,,,,,,,,,,,,,
14-Jan-20,,,,,,,,,,,,,,,,,,,
5950,2|11|15|18|20,1,"$143,150.00",2,,,,,,,,,,,,,,,
(adsbygoogle = window.adsbygoogle || []).push({});,,,,,,,,,,,,,,,,,,,
15-Jan-20,,,,,,,,,,,,,,,,,,,
5951,3|8|9|10|18,1,"$171,870.00",5,,,,,,,,,,,,,,,
16-Jan-20,,,,,,,,,,,,,,,,,,,
5952,8|9|10|14|16,3,"$167,825.00",7,,,,,,,,,,,,,,,
17-Jan-20,,,,,,,,,,,,,,,,,,,
5953,3|5|9|14|17,1,"$158,112.00",6,,,,,,,,,,,,,,,
18-Jan-20,,,,,,,,,,,,,,,,,,,
5954,1|3|6|8|12,4,X,X,,,,,,,,,,,,,,,
20-Jan-20,,,,,,,,,,,,,,,,,,,
5955,2|7|9|12|17,2,"$157,446.00",9,,,,,,,,,,,,,,,
21-Jan-20,,,,,,,,,,,,,,,,,,,
5956,2|3|7|10|18,1,"$143,853.00",3,,,,,,,,,,,,,,,
22-Jan-20,,,,,,,,,,,,,,,,,,,
5957,4|12|15|16|17,1,"$173,375.00",5,,,,,,,,,,,,,,,
23-Jan-20,,,,,,,,,,,,,,,,,,,
5958,8|10|15|18|19,3,"$153,618.00",6,,,,,,,,,,,,,,,
24-Jan-20,,,,,,,,,,,,,,,,,,,
5959,2|4|12|14|20,1,"$154,305.00",9,,,,,,,,,,,,,,,
25-Jan-20,,,,,,,,,,,,,,,,,,,
5960,2|5|8|17|20,2,"$224,024.00",8,,,,,,,,,,,,,,,
27-Jan-20,,,,,,,,,,,,,,,,,,,
5961,6|12|14|15|20,2,"$158,776.00",8,,,,,,,,,,,,,,,
28-Jan-20,,,,,,,,,,,,,,,,,,,
5962,3|4|11|18|19,3,"$143,810.00",5,,,,,,,,,,,,,,,
(adsbygoogle = window.adsbygoogle || []).push({});,,,,,,,,,,,,,,,,,,,
29-Jan-20,,,,,,,,,,,,,,,,,,,
5963,4|8|10|12|14,3,"$176,616.00",3,,,,,,,,,,,,,,,
30-Jan-20,,,,,,,,,,,,,,,,,,,
5964,7|8|10|13|19,3,"$164,835.00",5,,,,,,,,,,,,,,,
31-Jan-20,,,,,,,,,,,,,,,,,,,
5965,4|5|10|12|13,1,"$162,864.00",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Feb-20,,,,,,,,,,,,,,,,,,,
5966,2|11|13|16|20,2,"$231,720.00",5,,,,,,,,,,,,,,,
03-Feb-20,,,,,,,,,,,,,,,,,,,
5967,1|6|8|18|20,4,"$172,944.00",3,,,,,,,,,,,,,,,
04-Feb-20,,,,,,,,,,,,,,,,,,,
5968,3|6|7|15|17,1,"$157,320.00",6,,,,,,,,,,,,,,,
05-Feb-20,,,,,,,,,,,,,,,,,,,
5969,2|3|6|11|16,1,"$182,870.00",10,,,,,,,,,,,,,,,
06-Feb-20,,,,,,,,,,,,,,,,,,,
5970,5|6|8|14|15,3,"$161,607.00",1,,,,,,,,,,,,,,,
07-Feb-20,,,,,,,,,,,,,,,,,,,
5971,3|7|12|18|19,1,"$156,090.00",5,,,,,,,,,,,,,,,
08-Feb-20,,,,,,,,,,,,,,,,,,,
5972,3|7|9|17|18,4,X,X,,,,,,,,,,,,,,,
10-Feb-20,,,,,,,,,,,,,,,,,,,
5973,3|5|8|11|15,3,"$157,780.00",10,,,,,,,,,,,,,,,
11-Feb-20,,,,,,,,,,,,,,,,,,,
5974,2|3|4|6|11,1,"$142,948.00",4,,,,,,,,,,,,,,,
12-Feb-20,,,,,,,,,,,,,,,,,,,
5975,5|7|14|18|20,1,X,X,,,,,,,,,,,,,,,
13-Feb-20,,,,,,,,,,,,,,,,,,,
5976,6|9|14|15|17,4,"$153,144.00",8,,,,,,,,,,,,,,,
14-Feb-20,,,,,,,,,,,,,,,,,,,
5977,7|10|11|12|13,1,"$152,196.00",11,,,,,,,,,,,,,,,
(adsbygoogle = window.adsbygoogle || []).push({});,,,,,,,,,,,,,,,,,,,
15-Feb-20,,,,,,,,,,,,,,,,,,,
5978,5|6|11|15|17,2,X,X,,,,,,,,,,,,,,,
17-Feb-20,,,,,,,,,,,,,,,,,,,
5979,2|4|12|19|20,2,"$164,136.00",6,,,,,,,,,,,,,,,
18-Feb-20,,,,,,,,,,,,,,,,,,,
5980,2|4|8|9|13,3,"$146,055.00",5,,,,,,,,,,,,,,,
19-Feb-20,,,,,,,,,,,,,,,,,,,
5981,1|2|4|14|17,1,"$174,033.00",9,,,,,,,,,,,,,,,
20-Feb-20,,,,,,,,,,,,,,,,,,,
5982,8|10|15|18|20,4,"$158,062.00",2,,,,,,,,,,,,,,,
21-Feb-20,,,,,,,,,,,,,,,,,,,
5983,6|9|10|14|19,3,"$150,030.00",6,,,,,,,,,,,,,,,
22-Feb-20,,,,,,,,,,,,,,,,,,,
5984,4|12|15|16|19,3,"$218,652.00",7,,,,,,,,,,,,,,,
24-Feb-20,,,,,,,,,,,,,,,,,,,
5985,4|8|11|14|20,4,"$117,595.00",5,,,,,,,,,,,,,,,
25-Feb-20,,,,,,,,,,,,,,,,,,,
5986,1|5|8|12|17,4,"$102,972.00",3,,,,,,,,,,,,,,,
26-Feb-20,,,,,,,,,,,,,,,,,,,
5987,3|4|7|16|18,1,"$166,230.00",3,,,,,,,,,,,,,,,
27-Feb-20,,,,,,,,,,,,,,,,,,,
5988,3|8|9|10|15,2,"$160,206.00",3,,,,,,,,,,,,,,,
28-Feb-20,,,,,,,,,,,,,,,,,,,
5989,7|10|13|17|19,3,"$160,716.00",4,,,,,,,,,,,,,,,
29-Feb-20,,,,,,,,,,,,,,,,,,,
5990,1|3|5|7|8,3,"$236,656.00",16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-Mar-20,,,,,,,,,,,,,,,,,,,
5991,1|6|14|17|20,4,X,X,,,,,,,,,,,,,,,
03-Mar-20,,,,,,,,,,,,,,,,,,,
5992,10|12|14|15|18,1,"$170,984.00",8,,,,,,,,,,,,,,,
04-Mar-20,,,,,,,,,,,,,,,,,,,
5993,1|5|15|17|20,1,X,X,,,,,,,,,,,,,,,
05-Mar-20,,,,,,,,,,,,,,,,,,,
5994,2|3|5|11|20,2,"$168,056.00",8,,,,,,,,,,,,,,,
06-Mar-20,,,,,,,,,,,,,,,,,,,
5995,2|11|13|16|17,4,"$157,602.00",3,,,,,,,,,,,,,,,
07-Mar-20,,,,,,,,,,,,,,,,,,,
5996,1|3|6|15|20,2,X,X,,,,,,,,,,,,,,,
09-Mar-20,,,,,,,,,,,,,,,,,,,
5997,3|7|9|14|20,3,"$162,860.00",10,,,,,,,,,,,,,,,
10-Mar-20,,,,,,,,,,,,,,,,,,,
5998,5|6|8|11|17,1,"$148,122.00",3,,,,,,,,,,,,,,,
11-Mar-20,,,,,,,,,,,,,,,,,,,
5999,5|6|17|18|20,1,"$184,788.00",4,,,,,,,,,,,,,,,
12-Mar-20,,,,,,,,,,,,,,,,,,,
6000,3|7|9|14|15,2,X,X,,,,,,,,,,,,,,,
13-Mar-20,,,,,,,,,,,,,,,,,,,
6001,1|7|17|18|19,1,"$154,450.00",5,,,,,,,,,,,,,,,
14-Mar-20,,,,,,,,,,,,,,,,,,,
6002,6|11|13|15|19,4,X,X,,,,,,,,,,,,,,,
(adsbygoogle = window.adsbygoogle || []).push({});,,,,,,,,,,,,,,,,,,,
16-Mar-20,,,,,,,,,,,,,,,,,,,
6003,1|5|11|12|15,4,X,X,,,,,,,,,,,,,,,
17-Mar-20,,,,,,,,,,,,,,,,,,,
6004,4|11|13|15|18,1,"$139,154.00",2,,,,,,,,,,,,,,,
18-Mar-20,,,,,,,,,,,,,,,,,,,
6005,4|10|15|16|20,1,"$162,100.00",4,,,,,,,,,,,,,,,
19-Mar-20,,,,,,,,,,,,,,,,,,,
6006,1|2|5|12|15,3,X,X,,,,,,,,,,,,,,,
20-Mar-20,,,,,,,,,,,,,,,,,,,
6007,2|4|6|7|19,3,X,X,,,,,,,,,,,,,,,
21-Mar-20,,,,,,,,,,,,,,,,,,,
6008,2|7|8|9|19,2,X,X,,,,,,,,,,,,,,,
23-Mar-20,,,,,,,,,,,,,,,,,,,
6009,3|7|11|18|20,2,"$142,100.00",10,,,,,,,,,,,,,,,
24-Mar-20,,,,,,,,,,,,,,,,,,,
6010,7|8|13|15|17,3,"$122,635.00",5,,,,,,,,,,,,,,,
25-Mar-20,,,,,,,,,,,,,,,,,,,
6011,2|6|10|11|12,2,X,X,,,,,,,,,,,,,,,
26-Mar-20,,,,,,,,,,,,,,,,,,,
6012,1|4|5|7|9,2,X,X,,,,,,,,,,,,,,,
27-Mar-20,,,,,,,,,,,,,,,,,,,
6013,3|7|12|15|18,1,"$141,147.00",9,,,,,,,,,,,,,,,
28-Mar-20,,,,,,,,,,,,,,,,,,,
6014,7|11|15|16|20,4,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Jun-20,,,,,,,,,,,,,,,,,,,
6015,4|6|10|15|19,4,X,X,,,,,,,,,,,,,,,
02-Jun-20,,,,,,,,,,,,,,,,,,,
6016,6|11|12|14|20,1,X,X,,,,,,,,,,,,,,,
03-Jun-20,,,,,,,,,,,,,,,,,,,
6017,2|8|12|17|18,1,X,X,,,,,,,,,,,,,,,
04-Jun-20,,,,,,,,,,,,,,,,,,,
6018,4|7|10|11|13,2,X,X,,,,,,,,,,,,,,,
05-Jun-20,,,,,,,,,,,,,,,,,,,
6019,1|13|15|16|18,4,X,X,,,,,,,,,,,,,,,
06-Jun-20,,,,,,,,,,,,,,,,,,,
6020,5|11|13|17|19,4,X,X,,,,,,,,,,,,,,,
08-Jun-20,,,,,,,,,,,,,,,,,,,
6021,3|8|13|15|17,3,X,X,,,,,,,,,,,,,,,
09-Jun-20,,,,,,,,,,,,,,,,,,,
6022,3|11|12|14|17,1,X,X,,,,,,,,,,,,,,,
10-Jun-20,,,,,,,,,,,,,,,,,,,
6023,6|11|12|13|14,3,X,X,,,,,,,,,,,,,,,
12-Jun-20,,,,,,,,,,,,,,,,,,,
6024,5|6|9|15|20,1,X,X,,,,,,,,,,,,,,,
13-Jun-20,,,,,,,,,,,,,,,,,,,
6025,2|6|11|15|20,3,X,X,,,,,,,,,,,,,,,
15-Jun-20,,,,,,,,,,,,,,,,,,,
6026,2|5|6|15|16,3,X,X,,,,,,,,,,,,,,,
(adsbygoogle = window.adsbygoogle || []).push({});,,,,,,,,,,,,,,,,,,,
16-Jun-20,,,,,,,,,,,,,,,,,,,
6027,7|13|14|17|20,1,X,X,,,,,,,,,,,,,,,
17-Jun-20,,,,,,,,,,,,,,,,,,,
6028,10|12|15|17|19,1,X,X,,,,,,,,,,,,,,,
18-Jun-20,,,,,,,,,,,,,,,,,,,
